Na              Mg              Al              Si              P               S               Cl              Ar
246.374077 	 271.623196 	 414.931287  	165.788833 	 162.477869  	288.508216 	 215.291479  	253.252499 
72.280470 	 83.934136 	 92.599596  	62.778013 	 64.535636 	 90.942288 	 73.788479 	 86.188808 
21.205422 	 25.936442 	 24.010599  	23.771679 	 25.633327 	 28.666427 	 25.290084 	 29.332428 
6.221182 	 8.014606 	 7.176302  	9.001443 	 10.181467 	 9.036105 	 8.667862 	 9.982634 
1.825151 	 2.476589 	 2.433856  	3.408509 	 4.044043 	 2.848321 	 2.970802 	 3.397366 
0.535457 	 0.765289 	 0.913350  	1.290674 	 1.606280 	 0.897835 	 1.018205 	 1.156217 
0.157091 	 0.236482 	 0.366147  	0.488730 	 0.638009 	 0.283012 	 0.348977 	 0.393493 
0.046087 	 0.073075 	 0.150199  	0.185064 	 0.253415 	 0.089210 	 0.119608 	 0.133916 
29.005563 	 33.304147 	 31.508068  	36.053358 	 43.112850 	 14.864010 	 25.636012 	 53.144683 
8.944753 	 10.177141 	 10.877948  	12.662363 	 15.615208 	 7.210436 	 11.306402 	 21.081781 
2.758388 	 3.109949 	 3.755538  	4.447171 	 5.655732 	 3.497737 	 4.986529 	 8.362859 
0.850633 	 0.950344 	 1.296574  	1.561899 	 2.048471 	 1.696730 	 2.199238 	 3.317434 
0.262319 	 0.290408 	 0.447633  	0.548557 	 0.741944 	 0.823073 	 0.969943 	 1.315981 
0.080894 	 0.088743 	 0.154542  	0.192660 	 0.268727 	 0.399267 	 0.427780 	 0.522032 
11.786196 	 14.642323 	 20.112171  	26.213808 	 35.200955 	 46.433857 	 16.564331 	 17.055521 
3.283910 	 3.739684 	 4.304604  	4.471963 	 4.348965 	 4.752038 	 2.873470 	 5.398090 
0.914974 	 0.955124 	 1.303383  	1.426371 	 1.087310 	 1.149678 	 1.045894 	 1.708501 
0.254933 	 0.243941 	 0.457953  	0.640682 	 0.412647 	 0.510053 	 0.600519 	 0.540742 
0.836538 	 0.241102 	 2.004802  	2.690868 	 3.105546 	 4.099417 	 4.825916 	 5.525111 
0.165860 	 0.085366 	 0.714091  	0.704784 	 0.911330 	 1.006448 	 1.174831 	 1.428824 
 0.089345 	 0.333097 	 0.360943  	0.432505 	 0.485848 	 0.495784 	 0.059532 	 0.078483 
