Tm.ANO-RCC-MB                            Tm.ANO-RCC...6s5p3d1f.
Tm.ANO-RCC-VDZ                           Tm.ANO-RCC...7s6p4d2f.
Tm.ANO-RCC-VDZP                          Tm.ANO-RCC...7s6p4d2f1g.
Tm.ANO-RCC-VTZP                          Tm.ANO-RCC...8s7p5d3f2g1h.
Tm.ANO-RCC-VQZP                          Tm.ANO-RCC...9s8p6d4f3g2h.
Yb.ANO-RCC-MB                            Yb.ANO-RCC...6s5p3d1f.
Yb.ANO-RCC-VDZ                           Yb.ANO-RCC...7s6p4d2f.
Yb.ANO-RCC-VDZP                          Yb.ANO-RCC...7s6p4d2f1g.
Yb.ANO-RCC-VTZP                          Yb.ANO-RCC...8s7p5d3f2g1h.
Yb.ANO-RCC-VQZP                          Yb.ANO-RCC...9s8p6d4f3g2h.
Lu.ANO-RCC-MB                            Lu.ANO-RCC...6s5p3d1f.
Lu.ANO-RCC-VDZ                           Lu.ANO-RCC...7s6p4d2f.
Lu.ANO-RCC-VDZP                          Lu.ANO-RCC...7s6p4d2f1g.
Lu.ANO-RCC-VTZP                          Lu.ANO-RCC...8s7p5d3f2g1h.
Lu.ANO-RCC-VQZP                          Lu.ANO-RCC...9s8p6d4f3g2h.
Hf.ANO-RCC-MB                            Hf.ANO-RCC...6s5p3d1f.
Hf.ANO-RCC-VDZ                           Hf.ANO-RCC...7s6p4d2f.
Hf.ANO-RCC-VDZP                          Hf.ANO-RCC...7s6p4d2f1g.
Hf.ANO-RCC-VTZP                          Hf.ANO-RCC...8s7p5d3f2g1h.
Hf.ANO-RCC-VQZP                          Hf.ANO-RCC...9s8p6d4f3g2h.
Ta.ANO-RCC-MB                            Ta.ANO-RCC...6s5p3d1f.
Ta.ANO-RCC-VDZ                           Ta.ANO-RCC...7s6p4d2f.
Ta.ANO-RCC-VDZP                          Ta.ANO-RCC...7s6p4d2f1g.
Ta.ANO-RCC-VTZP                          Ta.ANO-RCC...8s7p5d3f2g1h.
Ta.ANO-RCC-VQZP                          Ta.ANO-RCC...9s8p6d4f3g2h.
W.ANO-RCC-MB                             W.ANO-RCC...6s5p3d1f.
W.ANO-RCC-VDZ                            W.ANO-RCC...7s6p4d2f.
W.ANO-RCC-VDZP                           W.ANO-RCC...7s6p4d2f1g.
W.ANO-RCC-VTZP                           W.ANO-RCC...8s7p5d3f2g1h.
W.ANO-RCC-VQZP                           W.ANO-RCC...9s8p6d4f3g2h.
Re.ANO-RCC-MB                            Re.ANO-RCC...6s5p3d1f.
Re.ANO-RCC-VDZ                           Re.ANO-RCC...7s6p4d2f.
Re.ANO-RCC-VDZP                          Re.ANO-RCC...7s6p4d2f1g.
Re.ANO-RCC-VTZP                          Re.ANO-RCC...8s7p5d3f2g1h.
Re.ANO-RCC-VQZP                          Re.ANO-RCC...9s8p6d4f3g2h.
Os.ANO-RCC-MB                            Os.ANO-RCC...6s5p3d1f.
Os.ANO-RCC-VDZ                           Os.ANO-RCC...7s6p4d2f.
Os.ANO-RCC-VDZP                          Os.ANO-RCC...7s6p4d2f1g.
Os.ANO-RCC-VTZP                          Os.ANO-RCC...8s7p5d3f2g1h.
Os.ANO-RCC-VQZP                          Os.ANO-RCC...9s8p6d4f3g2h.
Ir.ANO-RCC-MB                            Ir.ANO-RCC...6s5p3d1f.
Ir.ANO-RCC-VDZ                           Ir.ANO-RCC...7s6p4d1f.
Ir.ANO-RCC-VDZP                          Ir.ANO-RCC...7s6p4d2f.
Ir.ANO-RCC-VTZP                          Ir.ANO-RCC...8s7p5d3f1g.
Ir.ANO-RCC-VQZP                          Ir.ANO-RCC...9s8p6d4f2g1h.
Pt.ANO-RCC-MB                            Pt.ANO-RCC...6s5p3d1f.
Pt.ANO-RCC-VDZ                           Pt.ANO-RCC...7s6p4d1f.
Pt.ANO-RCC-VDZP                          Pt.ANO-RCC...7s6p4d2f.
Pt.ANO-RCC-VTZP                          Pt.ANO-RCC...8s7p5d3f1g.
Pt.ANO-RCC-VQZP                          Pt.ANO-RCC...9s8p6d4f2g1h.
Au.ANO-RCC-MB                            Au.ANO-RCC...6s5p3d1f.
Au.ANO-RCC-VDZ                           Au.ANO-RCC...7s6p4d1f.
Au.ANO-RCC-VDZP                          Au.ANO-RCC...7s6p4d2f.
Au.ANO-RCC-VTZP                          Au.ANO-RCC...8s7p5d3f1g.
Au.ANO-RCC-VQZP                          Au.ANO-RCC...9s8p6d4f2g1h.
Hg.ANO-RCC-MB                            Hg.ANO-RCC...6s5p3d1f.
Hg.ANO-RCC-VDZ                           Hg.ANO-RCC...7s6p4d1f.
Hg.ANO-RCC-VDZP                          Hg.ANO-RCC...7s6p4d2f.
Hg.ANO-RCC-VTZP                          Hg.ANO-RCC...8s7p5d3f1g.
Hg.ANO-RCC-VQZP                          Hg.ANO-RCC...9s8p6d4f2g1h.
Tl.ANO-RCC-MB                            Tl.ANO-RCC...6s5p3d1f.
Tl.ANO-RCC-VDZ                           Tl.ANO-RCC...7s6p3d1f.
Tl.ANO-RCC-VDZP                          Tl.ANO-RCC...7s6p4d2f1g.
Tl.ANO-RCC-VTZP                          Tl.ANO-RCC...8s7p5d3f2g.
Tl.ANO-RCC-VQZP                          Tl.ANO-RCC...9s8p6d4f3g.
Pb.ANO-RCC-MB                            Pb.ANO-RCC...6s5p3d1f.
Pb.ANO-RCC-VDZ                           Pb.ANO-RCC...7s6p3d1f.
Pb.ANO-RCC-VDZP                          Pb.ANO-RCC...7s6p4d2f1g.
Pb.ANO-RCC-VTZP                          Pb.ANO-RCC...8s7p5d3f2g.
Pb.ANO-RCC-VQZP                          Pb.ANO-RCC...9s8p6d4f3g.
Bi.ANO-RCC-MB                            Bi.ANO-RCC...6s5p3d1f.
Bi.ANO-RCC-VDZ                           Bi.ANO-RCC...7s6p3d1f.
Bi.ANO-RCC-VDZP                          Bi.ANO-RCC...7s6p4d2f1g.
Bi.ANO-RCC-VTZP                          Bi.ANO-RCC...8s7p5d3f2g.
Bi.ANO-RCC-VQZP                          Bi.ANO-RCC...9s8p6d4f3g.
Po.ANO-RCC-MB                            Po.ANO-RCC...6s5p3d1f.
Po.ANO-RCC-VDZ                           Po.ANO-RCC...7s6p3d1f.
Po.ANO-RCC-VDZP                          Po.ANO-RCC...7s6p4d2f1g.
Po.ANO-RCC-VTZP                          Po.ANO-RCC...8s7p5d3f2g.
Po.ANO-RCC-VQZP                          Po.ANO-RCC...9s8p6d4f3g.
At.ANO-RCC-MB                            At.ANO-RCC...6s5p3d1f.
At.ANO-RCC-VDZ                           At.ANO-RCC...7s6p3d1f.
At.ANO-RCC-VDZP                          At.ANO-RCC...7s6p4d2f1g.
At.ANO-RCC-VTZP                          At.ANO-RCC...8s7p5d3f2g.
At.ANO-RCC-VQZP                          At.ANO-RCC...9s8p6d4f3g.
Rn.ANO-RCC-MB                            Rn.ANO-RCC...6s5p3d1f.
Rn.ANO-RCC-VDZ                           Rn.ANO-RCC...7s6p3d1f.
Rn.ANO-RCC-VDZP                          Rn.ANO-RCC...7s6p4d2f1g.
Rn.ANO-RCC-VTZP                          Rn.ANO-RCC...8s7p5d3f2g.
Rn.ANO-RCC-VQZP                          Rn.ANO-RCC...9s8p6d4f3g.
Fr.ANO-RCC-MB                            Fr.ANO-RCC...7s6p3d1f.
Fr.ANO-RCC-VDZ                           Fr.ANO-RCC...8s7p3d1f.
Fr.ANO-RCC-VDZP                          Fr.ANO-RCC...8s7p4d2f1g.
Fr.ANO-RCC-VTZP                          Fr.ANO-RCC...9s8p5d3f2g.
Fr.ANO-RCC-VQZP                          Fr.ANO-RCC...10s9p6d4f2g.
Ra.ANO-RCC-MB                            Ra.ANO-RCC...7s6p3d1f.
Ra.ANO-RCC-VDZ                           Ra.ANO-RCC...8s7p3d1f.
Ra.ANO-RCC-VDZP                          Ra.ANO-RCC...8s7p4d2f1g.
Ra.ANO-RCC-VTZP                          Ra.ANO-RCC...9s8p5d3f2g.
Ra.ANO-RCC-VQZP                          Ra.ANO-RCC...10s9p6d4f2g.
Ac.ANO-RCC-MB                            Ac.ANO-RCC...7s6p4d2f.
Ac.ANO-RCC-VDZ                           Ac.ANO-RCC...8s7p5d3f.
Ac.ANO-RCC-VDZP                          Ac.ANO-RCC...8s7p5d3f1g.
Ac.ANO-RCC-VTZP                          Ac.ANO-RCC...9s8p6d4f2g1h.
Ac.ANO-RCC-VQZP                          Ac.ANO-RCC...10s9p7d5f3g2h.
Th.ANO-RCC-MB                            Th.ANO-RCC...7s6p4d2f.
Th.ANO-RCC-VDZ                           Th.ANO-RCC...8s7p5d3f.
Th.ANO-RCC-VDZP                          Th.ANO-RCC...8s7p5d3f1g.
Th.ANO-RCC-VTZP                          Th.ANO-RCC...9s8p6d4f2g1h.
Th.ANO-RCC-VQZP                          Th.ANO-RCC...10s9p7d5f3g2h.
Pa.ANO-RCC-MB                            Pa.ANO-RCC...7s6p4d2f.
Pa.ANO-RCC-VDZ                           Pa.ANO-RCC...8s7p5d3f.
Pa.ANO-RCC-VDZP                          Pa.ANO-RCC...8s7p5d3f1g.
Pa.ANO-RCC-VTZP                          Pa.ANO-RCC...9s8p6d4f2g1h.
Pa.ANO-RCC-VQZP                          Pa.ANO-RCC...10s9p7d5f3g2h.
U.ANO-RCC-MB                             U.ANO-RCC...7s6p4d2f.
U.ANO-RCC-VDZ                            U.ANO-RCC...8s7p5d3f.
U.ANO-RCC-VDZP                           U.ANO-RCC...8s7p5d3f1g.
U.ANO-RCC-VTZP                           U.ANO-RCC...9s8p6d4f2g1h.
U.ANO-RCC-VQZP                           U.ANO-RCC...10s9p7d5f3g2h.
Np.ANO-RCC-MB                            Np.ANO-RCC...7s6p4d2f.
Np.ANO-RCC-VDZ                           Np.ANO-RCC...8s7p5d3f.
Np.ANO-RCC-VDZP                          Np.ANO-RCC...8s7p5d3f1g.
Np.ANO-RCC-VTZP                          Np.ANO-RCC...9s8p6d4f2g1h.
Np.ANO-RCC-VQZP                          Np.ANO-RCC...10s9p7d5f3g2h.
Pu.ANO-RCC-MB                            Pu.ANO-RCC...7s6p4d2f.
Pu.ANO-RCC-VDZ                           Pu.ANO-RCC...8s7p5d3f.
Pu.ANO-RCC-VDZP                          Pu.ANO-RCC...8s7p5d3f1g.
Pu.ANO-RCC-VTZP                          Pu.ANO-RCC...9s8p6d4f2g1h.
Pu.ANO-RCC-VQZP                          Pu.ANO-RCC...10s9p7d5f3g2h.
Am.ANO-RCC-MB                            Am.ANO-RCC...7s6p4d2f.
Am.ANO-RCC-VDZ                           Am.ANO-RCC...8s7p5d3f.
Am.ANO-RCC-VDZP                          Am.ANO-RCC...8s7p5d3f1g.
Am.ANO-RCC-VTZP                          Am.ANO-RCC...9s8p6d4f2g1h.
Am.ANO-RCC-VQZP                          Am.ANO-RCC...10s9p7d5f3g2h.
Cm.ANO-RCC-MB                            Cm.ANO-RCC...7s6p4d2f.
Cm.ANO-RCC-VDZ                           Cm.ANO-RCC...8s7p5d3f.
Cm.ANO-RCC-VDZP                          Cm.ANO-RCC...8s7p5d3f1g.
Cm.ANO-RCC-VTZP                          Cm.ANO-RCC...9s8p6d4f2g1h.
Cm.ANO-RCC-VQZP                          Cm.ANO-RCC...10s9p7d5f3g2h.
